City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Tuban,ID,2021-02-04 17:54:34,-6.8976,112.0649,77.86,85,97,11.68
281,Tadine,NC,2021-02-04 17:54:34,-21.55,167.8833,78.1,85,12,15.01
282,Riacho De Santana,BR,2021-02-04 17:54:34,-13.6092,-42.9389,90.41,42,19,3.0
283,Lagoa,PT,2021-02-04 17:54:34,39.05,-27.9833,54.91,70,54,26.42
284,Iringa,TZ,2021-02-04 17:54:34,-7.7667,35.7,71.6,68,40,4.61
285,Monrovia,LR,2021-02-04 17:54:34,6.3005,-10.7969,86.0,74,75,9.22
286,Leogane,HT,2021-02-04 17:54:34,18.5108,-72.6339,80.82,59,11,4.25
287,Ripky,UA,2021-02-04 17:54:34,51.801,31.0838,31.35,98,100,16.67
288,Sungaipenuh,ID,2021-02-04 17:52:17,-2.0833,101.3833,64.27,96,58,3.06
289,Ahipara,NZ,2021-02-04 17:52:42,-35.1667,173.1667,59.0,87,4,3.89
290,Nchelenge,ZM,2021-02-04 17:54:35,-9.3451,28.734,73.98,82,77,6.49
291,Vestmanna,FO,2021-02-04 17:54:35,62.1564,-7.1664,33.8,64,20,18.41
292,Bilibino,RU,2021-02-04 17:54:15,68.0546,166.4372,-20.58,72,16,10.67
293,Nuuk,GL,2021-02-04 17:54:35,64.1835,-51.7216,10.4,67,1,19.57
294,Polson,US,2021-02-04 17:54:35,47.6936,-114.1632,34.0,62,99,5.99
295,Ludza,LV,2021-02-04 17:54:35,56.55,27.7167,9.66,96,100,6.71
296,Gondar,ET,2021-02-04 17:54:35,12.6,37.4667,62.55,30,35,6.49
297,Kuznechnoye,RU,2021-02-04 17:54:36,61.12,29.8686,10.99,95,94,7.58
298,Fairlie,GB,2021-02-04 17:54:36,55.756,-4.8556,37.0,94,100,1.99
299,Berbera,SO,2021-02-04 17:54:36,10.4396,45.0143,75.02,60,55,6.06
300,Bam,IR,2021-02-04 17:52:02,29.106,58.357,51.24,37,0,0.76
301,Markova,UA,2021-02-04 17:54:36,48.6758,24.4138,39.2,81,75,17.9
302,Gurupi,BR,2021-02-04 17:54:36,-11.7292,-49.0686,88.63,57,49,3.76
303,Mildura,AU,2021-02-04 17:54:36,-34.2,142.15,64.99,82,75,12.66
304,Bara,NG,2021-02-04 17:54:36,10.3744,10.7288,83.1,15,12,9.33
305,Mae Ramat,TH,2021-02-04 17:54:37,16.984,98.5166,70.52,54,2,1.19
306,Sao Geraldo Do Araguaia,BR,2021-02-04 17:54:37,-6.4006,-48.555,89.58,61,31,2.24
307,Pevek,RU,2021-02-04 17:54:37,69.7008,170.3133,-13.56,79,0,8.39
308,Mae Sai,TH,2021-02-04 17:54:37,20.4335,99.8762,68.0,88,0,2.3
309,Fort Wellington,GY,2021-02-04 17:54:37,6.4,-57.6,81.75,73,48,16.28
310,Kolda,SN,2021-02-04 17:54:37,12.8833,-14.95,102.2,15,0,6.91
311,Boyolangu,ID,2021-02-04 17:54:37,-8.1181,111.8935,75.11,92,92,4.79
312,Muhos,FI,2021-02-04 17:54:37,64.808,25.9931,12.2,85,0,5.75
313,Berlevag,NO,2021-02-04 17:54:38,70.8578,29.0864,26.6,93,90,35.68
314,Talcahuano,CL,2021-02-04 17:54:38,-36.7167,-73.1167,62.6,82,40,19.57
315,Santa Fe,AR,2021-02-04 17:50:23,-31.6333,-60.7,84.99,45,2,5.99
316,Mogadishu,SO,2021-02-04 17:52:52,2.0371,45.3438,77.67,82,0,20.54
317,Amazar,RU,2021-02-04 17:54:38,53.858,120.875,-19.34,84,89,2.89
318,Mehamn,NO,2021-02-04 17:54:38,71.0357,27.8492,30.2,74,75,21.85
319,Shakawe,BW,2021-02-04 17:54:38,-18.3667,21.85,71.89,84,73,2.64
320,Mount Pleasant,US,2021-02-04 17:52:57,32.7941,-79.8626,55.0,43,1,6.35
321,Beloha,MG,2021-02-04 17:54:38,-25.1667,45.05,81.73,66,75,9.82
322,Changping,CN,2021-02-04 17:54:38,40.2186,116.2197,37.99,62,0,2.24
323,Antofagasta,CL,2021-02-04 17:50:13,-23.65,-70.4,72.0,68,20,14.97
324,Saint Paul,US,2021-02-04 17:54:39,44.9444,-93.0933,24.8,74,90,21.85
325,Nara,JP,2021-02-04 17:54:28,34.6851,135.8049,39.99,54,11,2.46
326,Gamba,GA,2021-02-04 17:54:39,-2.65,10.0,80.51,85,90,6.24
327,Turukhansk,RU,2021-02-04 17:54:39,65.8167,87.9833,-13.77,90,100,5.01
328,Hachinohe,JP,2021-02-04 17:54:39,40.5,141.5,19.4,79,75,11.5
329,Lazaro Cardenas,MX,2021-02-04 17:51:59,17.9583,-102.2,83.93,54,1,6.4
330,Elliot Lake,CA,2021-02-04 17:54:39,46.3834,-82.6331,35.6,64,40,16.11
331,Popondetta,PG,2021-02-04 17:54:40,-8.7537,148.2534,73.92,93,67,2.89
332,Hokitika,NZ,2021-02-04 17:54:40,-42.7167,170.9667,55.36,62,48,5.53
333,Toktogul,KG,2021-02-04 17:54:40,41.8708,72.9402,31.17,69,47,2.19
334,Hamilton,US,2021-02-04 17:54:38,39.1834,-84.5333,37.0,64,90,4.61
335,Ponta Do Sol,PT,2021-02-04 17:51:58,32.6667,-17.1,54.0,81,92,11.68
336,Benghazi,LY,2021-02-04 17:54:40,32.1167,20.0667,61.48,72,0,6.24
337,Fort-De-France,MQ,2021-02-04 17:50:09,14.6089,-61.0733,84.2,65,75,17.27
338,Luganville,VU,2021-02-04 17:54:40,-15.5333,167.1667,77.32,84,100,4.54
339,Coahuayana,MX,2021-02-04 17:54:40,18.7333,-103.6833,82.4,39,1,5.48
340,Namibe,AO,2021-02-04 17:54:40,-15.1961,12.1522,74.03,71,0,14.23
341,Novikovo,RU,2021-02-04 17:54:41,51.1537,37.8879,37.47,97,100,9.26
342,Kamenka,RU,2021-02-04 17:54:41,51.3223,42.7678,37.0,98,100,10.65
343,Lamar,US,2021-02-04 17:54:41,33.6668,-95.5836,66.2,59,90,21.85
344,Opuwo,NA,2021-02-04 17:54:41,-18.0607,13.84,81.55,28,62,9.01
345,Boa Vista,BR,2021-02-04 17:53:54,2.8197,-60.6733,87.8,58,75,8.05
346,Constitucion,CL,2021-02-04 17:54:41,-35.3333,-72.4167,72.18,56,60,5.48
347,Tamna,RO,2021-02-04 17:54:41,44.5667,23.0167,52.0,81,40,1.01
348,Port Hawkesbury,CA,2021-02-04 17:54:42,45.6169,-61.3485,41.0,93,90,5.75
349,Guerrero Negro,MX,2021-02-04 17:54:42,27.9769,-114.0611,65.8,58,74,16.28
350,Severnoye,RU,2021-02-04 17:54:42,56.3491,78.3619,3.18,94,93,5.55
351,Mazagao,BR,2021-02-04 17:54:42,-0.115,-51.2894,87.8,74,75,12.66
352,Adelaide,AU,2021-02-04 17:50:19,-34.9333,138.6,62.01,59,75,20.71
353,Yeppoon,AU,2021-02-04 17:54:42,-23.1333,150.7333,71.6,88,22,3.44
354,Lokosovo,RU,2021-02-04 17:54:42,61.1333,74.8167,-7.31,92,98,5.84
355,Leshan,CN,2021-02-04 17:54:43,29.5623,103.7639,52.14,80,100,4.76
356,Samoded,RU,2021-02-04 17:54:43,63.6083,40.5111,7.57,95,100,7.99
357,Vao,NC,2021-02-04 17:52:18,-22.6667,167.4833,78.62,86,12,20.15
358,Ostrovnoy,RU,2021-02-04 17:54:43,68.0531,39.5131,10.69,92,100,20.54
359,Dingle,PH,2021-02-04 17:52:15,10.9995,122.6711,74.57,91,54,8.14
360,Kichera,RU,2021-02-04 17:54:43,55.9375,110.0997,1.36,85,100,0.98
361,Antonina,BR,2021-02-04 17:54:43,-25.4286,-48.7119,84.2,54,40,16.11
362,Solaro,IT,2021-02-04 17:54:44,44.8799,9.1732,46.0,99,100,1.97
363,Marzuq,YE,2021-02-04 17:54:44,14.4,46.4667,60.49,62,0,4.16
364,Sur,OM,2021-02-04 17:53:08,22.5667,59.5289,66.61,73,0,2.55
365,Faya,SA,2021-02-04 17:53:02,18.3851,42.4509,62.6,59,0,8.05
366,Komsomolskiy,UZ,2021-02-04 17:54:44,40.4272,71.7189,35.6,75,13,9.22
367,Thunder Bay,CA,2021-02-04 17:54:17,48.4001,-89.3168,35.01,93,90,3.44
368,Chuy,UY,2021-02-04 17:54:20,-33.6971,-53.4616,73.56,61,85,19.1
369,Victor Harbor,AU,2021-02-04 17:52:36,-35.5667,138.6167,57.99,86,41,1.99
370,Alenquer,BR,2021-02-04 17:54:44,-1.9417,-54.7383,86.0,74,40,11.5
371,Zhirnovsk,RU,2021-02-04 17:52:28,50.9845,44.7735,38.03,98,100,10.47
372,Kavaratti,IN,2021-02-04 17:54:45,10.5669,72.642,81.77,68,69,8.19
373,Ambunti,PG,2021-02-04 17:54:45,-4.2365,142.8448,73.99,96,91,0.72
374,Baykit,RU,2021-02-04 17:52:17,61.67,96.37,-3.32,88,100,2.44
375,Opunake,NZ,2021-02-04 17:54:45,-39.4556,173.8583,48.0,89,0,17.18
376,Sao Felix Do Xingu,BR,2021-02-04 17:52:02,-6.6447,-51.995,87.64,61,87,2.59
377,Portland,US,2021-02-04 17:51:57,45.5234,-122.6762,43.0,81,90,5.75
378,Camocim,BR,2021-02-04 17:54:45,-2.9022,-40.8411,85.44,62,96,16.2
379,Coquimbo,CL,2021-02-04 17:52:52,-29.9533,-71.3436,66.2,68,20,12.66
380,Tiarei,PF,2021-02-04 17:54:46,-17.5333,-149.3333,80.6,74,20,2.3
381,Abu Samrah,SY,2021-02-04 17:54:46,35.3029,37.1841,54.37,65,98,7.81
382,Barcarena,BR,2021-02-04 17:54:46,-1.5058,-48.6258,89.6,58,40,8.05
383,Alofi,NU,2021-02-04 17:52:38,-19.0595,-169.9187,75.2,100,100,5.75
384,Luau,AO,2021-02-04 17:54:46,-10.7073,22.2247,69.15,82,10,1.03
385,Coihaique,CL,2021-02-04 17:54:46,-45.5752,-72.0662,86.0,28,0,4.61
386,Sao Filipe,CV,2021-02-04 17:52:11,14.8961,-24.4956,73.67,76,99,7.76
387,Chumikan,RU,2021-02-04 17:54:47,54.7183,135.315,-18.06,78,79,30.29
388,Matagami,CA,2021-02-04 17:54:47,49.7502,-77.6328,23.0,63,1,6.91
389,Olsztyn,PL,2021-02-04 17:54:18,53.7799,20.4942,17.6,93,0,5.75
390,Shimoda,JP,2021-02-04 17:54:47,34.6667,138.95,35.01,65,0,3.0
391,Skjervoy,NO,2021-02-04 17:54:47,70.0311,20.9714,32.0,74,75,6.91
392,Bereznik,RU,2021-02-04 17:54:47,62.8551,42.7072,15.17,97,96,3.85
393,Yuncheng,CN,2021-02-04 17:54:47,35.0231,110.9928,43.65,47,100,5.14
394,Kimparana,ML,2021-02-04 17:54:47,12.8347,-4.9244,87.01,13,77,3.85
395,Castelo Branco,PT,2021-02-04 17:54:48,39.8222,-7.4909,48.99,92,100,1.01
396,Saint-Leu,RE,2021-02-04 17:54:48,-21.15,55.2833,82.4,65,75,6.91
397,Vila Franca Do Campo,PT,2021-02-04 17:52:52,37.7167,-25.4333,57.2,72,40,26.46
398,Buenos Aires,AR,2021-02-04 17:51:42,-34.6132,-58.3772,82.0,34,0,9.22
399,Pozo Colorado,PY,2021-02-04 17:54:48,-23.4923,-58.7972,86.94,46,22,9.71
400,Mandurah,AU,2021-02-04 17:53:23,-32.55,115.7,61.0,51,0,1.01
401,Kahului,US,2021-02-04 17:54:12,20.8947,-156.47,66.2,88,40,5.75
402,Arlit,NE,2021-02-04 17:54:49,18.7369,7.3853,72.19,19,35,5.41
403,Fairbanks,US,2021-02-04 17:51:31,64.8378,-147.7164,-7.6,77,90,4.61
404,Belen,TR,2021-02-04 17:54:49,36.4891,36.2233,55.4,76,40,8.05
405,Mezen,RU,2021-02-04 17:52:50,65.8522,44.24,-1.55,91,100,12.01
406,Sobolevo,RU,2021-02-04 17:54:50,54.4299,31.8996,19.81,97,100,16.51
407,Sheksna,RU,2021-02-04 17:54:50,59.21,38.5107,17.6,86,90,6.71
408,Maues,BR,2021-02-04 17:54:50,-3.3836,-57.7186,89.28,62,69,3.18
409,Narsaq,GL,2021-02-04 17:54:50,60.9167,-46.05,19.4,45,20,5.46
410,Sitka,US,2021-02-04 17:54:50,57.0531,-135.33,35.6,100,90,1.92
411,Grajau,BR,2021-02-04 17:54:50,-5.8194,-46.1386,84.94,75,86,5.41
412,Korsakov,RU,2021-02-04 17:54:51,46.6328,142.7813,-0.4,78,75,2.24
413,Teya,RU,2021-02-04 17:54:51,60.3778,92.6267,3.42,90,100,5.68
414,Bengbu,CN,2021-02-04 17:54:51,32.9408,117.3608,46.22,56,100,5.01
415,Port Lincoln,AU,2021-02-04 17:53:16,-34.7333,135.8667,57.4,65,0,21.41
416,Yangjiang,CN,2021-02-04 17:54:51,21.85,111.9667,59.2,90,2,3.6
417,Nantucket,US,2021-02-04 17:54:51,41.2835,-70.0995,36.0,80,90,12.66
418,Minbu,MM,2021-02-04 17:54:51,20.1833,94.8833,67.68,41,0,2.64
419,Yamnytsya,UA,2021-02-04 17:54:51,48.9897,24.7075,39.2,81,75,17.9
420,Paamiut,GL,2021-02-04 17:54:52,61.994,-49.6678,15.8,79,0,10.11
421,Husavik,IS,2021-02-04 17:54:52,66.0449,-17.3389,24.8,74,20,4.61
422,Grand Forks,US,2021-02-04 17:54:52,47.9417,-97.4337,8.6,72,75,18.41
423,Darnah,LY,2021-02-04 17:54:52,32.767,22.6367,59.0,80,0,13.87
424,San Miguel,SV,2021-02-04 17:54:52,13.4833,-88.1833,86.0,79,0,5.75
425,Nong Phai,TH,2021-02-04 17:54:52,15.9903,101.0618,78.01,53,13,4.92
426,Pringsewu,ID,2021-02-04 17:54:53,-5.3582,104.9744,73.51,94,100,4.56
427,Ibipeba,BR,2021-02-04 17:54:53,-11.6408,-42.0111,87.57,42,50,3.4
428,Ambilobe,MG,2021-02-04 17:52:24,-13.2,49.05,76.73,91,100,2.51
429,Karratha,AU,2021-02-04 17:54:53,-20.7377,116.8463,80.94,83,62,9.91
430,Romny,UA,2021-02-04 17:54:53,50.751,33.4747,34.57,99,100,7.58
431,Preobrazheniye,RU,2021-02-04 17:54:53,42.9019,133.9064,2.23,80,0,8.72
432,Bougouni,ML,2021-02-04 17:54:54,11.417,-7.479,93.16,10,5,1.88
433,Zapadnaya Dvina,RU,2021-02-04 17:54:54,56.259,32.0745,12.02,95,100,8.93
434,Severo-Kurilsk,RU,2021-02-04 17:52:10,50.6789,156.125,10.15,88,96,13.4
435,Hirado,JP,2021-02-04 17:54:54,33.3597,129.5531,42.01,70,0,5.01
436,Ketchikan,US,2021-02-04 17:54:55,55.3422,-131.6461,41.0,100,90,4.61
437,Takestan,IR,2021-02-04 17:54:55,36.0696,49.6959,46.4,49,0,2.3
438,Cusuna,HN,2021-02-04 17:54:55,15.85,-85.2333,75.87,59,78,6.33
439,Hovd,MN,2021-02-04 17:54:55,48.0056,91.6419,19.49,81,99,6.87
440,Beyneu,KZ,2021-02-04 17:52:35,45.3167,55.2,46.15,63,99,9.57
441,Haldensleben,DE,2021-02-04 17:54:55,52.2891,11.4098,39.0,10,100,6.31
442,Yumen,CN,2021-02-04 17:54:56,40.2833,97.2,29.21,64,4,16.24
443,Bhadrachalam,IN,2021-02-04 17:54:56,17.6667,80.8833,64.53,62,3,3.44
444,Tottori,JP,2021-02-04 17:54:56,35.5,134.2333,37.51,76,82,8.05
445,College,US,2021-02-04 17:54:56,64.8569,-147.8028,-7.6,71,90,6.91
446,Cerro Largo,BR,2021-02-04 17:54:56,-28.1486,-54.7381,78.8,57,20,14.97
447,Pijijiapan,MX,2021-02-04 17:54:56,15.7011,-93.23,90.05,34,0,10.18
448,Omaruru,NA,2021-02-04 17:54:57,-21.4333,15.9333,78.75,42,84,8.48
449,Saldanha,ZA,2021-02-04 17:54:57,-33.0117,17.9442,71.6,64,0,17.27
450,Lulea,SE,2021-02-04 17:54:57,65.5842,22.1547,21.2,93,0,10.36
451,Can,TR,2021-02-04 17:50:38,40.0333,27.0524,59.0,93,0,4.61
452,Verkhovye,RU,2021-02-04 17:54:58,52.8119,37.2425,34.23,100,100,10.22
453,Were Ilu,ET,2021-02-04 17:54:58,10.6,39.4333,51.22,42,43,7.11
454,Kolokani,ML,2021-02-04 17:54:58,13.5728,-8.0339,88.77,11,98,2.68
455,Kattivakkam,IN,2021-02-04 17:54:58,13.2167,80.3167,75.2,64,40,3.44
456,Quelimane,MZ,2021-02-04 17:54:58,-17.8786,36.8883,86.0,79,20,6.91
457,Oyek,RU,2021-02-04 17:54:58,52.5861,104.4556,17.6,100,75,2.24
458,Kungurtug,RU,2021-02-04 17:54:59,50.5994,97.5228,15.62,90,100,5.12
459,Ossora,RU,2021-02-04 17:54:59,59.2353,163.0719,10.99,94,100,12.21
460,Cochrane,CA,2021-02-04 17:54:59,51.1834,-114.4687,28.0,73,90,5.75
461,Gizo,SB,2021-02-04 17:54:59,-8.103,156.8419,80.96,76,100,8.5
462,Carbonia,IT,2021-02-04 17:53:06,39.1672,8.5222,59.0,94,0,5.75
463,Svetlyy,RU,2021-02-04 17:54:59,54.675,20.1347,15.8,92,75,2.24
464,Alugan,PH,2021-02-04 17:55:00,12.2188,125.4808,79.16,85,22,16.67
465,Arrecife,ES,2021-02-04 17:50:53,28.963,-13.5477,59.0,77,75,13.8
466,Shingu,JP,2021-02-04 17:55:00,33.7333,135.9833,36.3,81,0,6.22
467,Tibu,CO,2021-02-04 17:55:00,8.639,-72.7358,96.19,36,94,4.12
468,Oranjemund,NA,2021-02-04 17:55:00,-28.55,16.4333,64.74,88,5,17.07
469,Ust-Ishim,RU,2021-02-04 17:55:00,57.6935,71.1665,7.39,94,100,4.38
470,Itarema,BR,2021-02-04 17:54:49,-2.9248,-39.9167,86.31,58,83,16.71
471,Ceres,US,2021-02-04 17:55:00,37.5949,-120.9577,46.0,65,1,10.36
472,Mackay,AU,2021-02-04 17:55:01,-21.15,149.2,78.8,83,40,9.22
473,Lebedinyy,RU,2021-02-04 17:55:01,58.5167,125.5167,-24.03,75,95,1.14
474,Toila,EE,2021-02-04 17:55:01,59.4236,27.5025,18.93,95,100,14.41
475,Dalvik,IS,2021-02-04 17:55:01,65.9702,-18.5286,24.8,74,20,4.61
476,Xam Nua,LA,2021-02-04 17:55:01,20.4197,104.0439,54.55,93,1,1.83
477,Akyab,MM,2021-02-04 17:55:01,20.15,92.9,65.08,68,0,4.14
478,Umm Lajj,SA,2021-02-04 17:55:02,25.0213,37.2685,70.29,48,62,7.9
479,Mount Gambier,AU,2021-02-04 17:55:02,-37.8333,140.7667,55.4,94,40,13.8
480,Mehran,IR,2021-02-04 17:55:03,33.1222,46.1646,55.4,38,90,4.61
481,Maceio,BR,2021-02-04 17:55:03,-9.6658,-35.7353,87.8,62,40,16.11
482,Santa Cruz,BO,2021-02-04 17:54:22,-17.8,-63.1667,82.4,54,40,17.27
483,Pokhara,NP,2021-02-04 17:55:04,28.2333,83.9833,56.03,37,37,5.53
484,Sioux Lookout,CA,2021-02-04 17:55:04,50.1001,-91.917,17.6,79,90,11.5
485,Bairiki,KI,2021-02-04 17:55:04,1.3292,172.9752,78.8,83,20,9.22
486,Jiangyou,CN,2021-02-04 17:55:05,31.7667,104.7167,46.31,71,47,1.92
487,Smithers,CA,2021-02-04 17:50:29,54.7804,-127.1743,17.6,93,90,0.69
488,Urdoma,RU,2021-02-04 17:55:05,61.7533,48.5442,14.85,97,100,4.23
489,Ushtobe,KZ,2021-02-04 17:55:05,45.2514,77.9838,26.67,91,100,4.21
490,Qasigiannguit,GL,2021-02-04 17:55:05,68.8193,-51.1922,-0.4,32,1,11.5
491,Canon City,US,2021-02-04 17:52:02,38.441,-105.2424,37.99,60,1,3.44
492,Vestmannaeyjar,IS,2021-02-04 17:55:06,63.4427,-20.2734,37.4,81,75,28.77
493,Jalu,LY,2021-02-04 17:55:06,29.0331,21.5482,60.6,54,0,7.05
494,Makaha,US,2021-02-04 17:55:06,21.4694,-158.2175,62.01,94,75,14.03
495,Virginia Beach,US,2021-02-04 17:55:06,36.8529,-75.978,48.99,21,20,11.5
496,Ngunguru,NZ,2021-02-04 17:55:06,-35.6167,174.5,60.01,92,49,5.01
497,Turan,VN,2021-02-04 17:55:06,16.0678,108.2208,73.4,83,75,3.44
498,Angoram,PG,2021-02-04 17:55:07,-4.0625,144.0661,73.33,96,76,1.97
499,Paraiso,CR,2021-02-04 17:55:07,9.8383,-83.8656,80.6,64,40,18.41
500,Sukhobezvodnoye,RU,2021-02-04 17:55:07,57.0491,44.8891,26.01,98,100,5.21
501,Polunochnoye,RU,2021-02-04 17:55:07,60.8697,60.4153,8.26,97,100,2.57
502,Mulege,MX,2021-02-04 17:55:07,26.8833,-111.9833,78.58,26,33,3.13
503,Sembakung,ID,2021-02-04 17:55:07,3.8167,117.25,75.2,94,90,4.61
504,Urk,NL,2021-02-04 17:55:07,52.6625,5.6014,42.01,87,69,1.01
505,Zaigrayevo,RU,2021-02-04 17:55:07,51.8336,108.2703,1.4,85,20,6.71
506,Vila,PT,2021-02-04 17:55:08,42.0304,-8.1588,48.99,85,99,0.72
507,Steinbach,DE,2021-02-04 17:55:08,50.1667,8.5667,48.99,81,20,1.14
508,Nouakchott,MR,2021-02-04 17:55:08,18.0858,-15.9785,68.0,73,71,18.41
509,La Palma,US,2021-02-04 17:55:08,33.8464,-118.0467,60.01,77,40,2.93
510,Swan Hill,AU,2021-02-04 17:55:08,-35.3378,143.5544,73.74,71,78,21.36
511,Nome,US,2021-02-04 17:55:08,64.5011,-165.4064,-2.2,55,90,10.36
512,Kaabong,UG,2021-02-04 17:55:08,3.4836,34.1492,75.47,27,0,16.55
513,Clyde River,CA,2021-02-04 17:55:09,70.4692,-68.5914,-20.2,76,90,8.05
514,Hualmay,PE,2021-02-04 17:55:09,-11.0964,-77.6139,76.75,60,85,8.79
515,Muskegon,US,2021-02-04 17:55:04,43.3,-86.1334,37.0,60,90,14.97
516,Morris,US,2021-02-04 17:55:09,40.8334,-74.5329,39.99,52,1,10.36
517,Sokoni,TZ,2021-02-04 17:55:09,-6.4333,39.55,82.4,78,20,11.5
518,Baruun-Urt,MN,2021-02-04 17:54:01,46.6806,113.2792,8.42,91,28,4.76
519,Jiayuguan,CN,2021-02-04 17:55:09,39.8167,98.3,26.15,69,0,3.33
520,Mezhdurechensk,RU,2021-02-04 17:55:09,53.6942,88.0603,11.57,94,100,2.64
521,Kuching,MY,2021-02-04 17:55:09,1.55,110.3333,75.2,100,40,3.44
522,Cherskiy,RU,2021-02-04 17:54:55,68.75,161.3,-8.5,72,8,11.48
523,Kushmurun,KZ,2021-02-04 17:55:10,52.4503,64.6311,32.86,96,100,12.95
524,Sungai Padi,TH,2021-02-04 17:55:10,6.0851,101.8766,77.0,83,20,4.61
525,Hauterive,FR,2021-02-04 17:55:10,46.0901,3.4459,50.0,71,0,2.3
526,Adre,TD,2021-02-04 17:55:10,13.4667,22.2,71.92,21,0,14.85
527,Samarinda,ID,2021-02-04 17:55:10,-0.5,117.15,73.65,96,100,1.3
528,Bulgan,MN,2021-02-04 17:55:11,48.8125,103.5347,16.74,89,97,5.21
529,Saravan,AM,2021-02-04 17:55:11,39.7196,45.6483,35.6,87,40,1.95
530,Rosario,AR,2021-02-04 17:55:11,-32.9468,-60.6393,86.0,47,75,13.8
531,Bubaque,GW,2021-02-04 17:55:11,11.2833,-15.8333,77.92,63,43,11.81
532,Dhidhdhoo,MV,2021-02-04 17:55:11,6.8833,73.1,81.81,74,83,8.86
533,Chapais,CA,2021-02-04 17:55:11,49.7834,-74.8492,24.8,58,1,3.44
534,Never,FR,2021-02-04 17:50:35,46.9896,3.159,50.0,87,0,2.3
535,Safaga,EG,2021-02-04 17:55:11,26.7292,33.9365,69.8,46,0,12.66
536,Nossa Senhora Da Gloria,BR,2021-02-04 17:55:12,-10.2183,-37.4203,92.43,34,45,11.68
537,Zuhres,UA,2021-02-04 17:55:12,48.0114,38.2644,45.32,92,100,14.25
538,Los Llanos De Aridane,ES,2021-02-04 17:52:34,28.6585,-17.9182,66.2,48,20,4.61
539,Northam,GB,2021-02-04 17:55:12,51.0333,-4.2167,48.0,93,75,4.0
540,Lavrentiya,RU,2021-02-04 17:55:12,65.5833,-171.0,-13.18,85,86,16.82
541,Brenham,US,2021-02-04 17:51:34,30.1669,-96.3977,73.99,68,90,19.57
542,Santa Rosalia,MX,2021-02-04 17:55:12,27.3167,-112.2833,75.69,33,79,2.39
543,Magan,ES,2021-02-04 17:55:12,39.9683,-3.931,59.0,58,100,1.01
544,Imbituba,BR,2021-02-04 17:55:12,-28.24,-48.6703,77.0,94,75,8.05
545,Westport,US,2021-02-04 17:51:05,41.1415,-73.3579,39.0,52,1,16.11
546,Ust-Tarka,RU,2021-02-04 17:55:12,55.5672,75.705,5.34,93,99,4.27
547,Inhambane,MZ,2021-02-04 17:55:13,-23.865,35.3833,86.0,79,40,8.05
548,Zhanaozen,KZ,2021-02-04 17:55:13,43.3,52.8,44.6,75,48,8.1
549,Leh,IN,2021-02-04 17:55:13,34.1667,77.5833,8.82,62,100,5.79
550,Aksarka,RU,2021-02-04 17:55:13,66.5606,67.7975,-15.86,88,88,6.17
551,Mangai,CD,2021-02-04 17:55:13,-4.05,19.5333,76.6,74,70,1.99
552,Aswan,EG,2021-02-04 17:55:13,24.0934,32.907,63.3,40,0,9.6
553,Morros,BR,2021-02-04 17:55:13,-9.4467,-46.3003,82.85,63,50,6.08
554,Talnakh,RU,2021-02-04 17:55:13,69.4865,88.3972,-22.11,86,97,1.68
555,Cumberland,US,2021-02-04 17:55:13,35.0502,-78.8664,48.0,27,1,6.91
556,Shar,KZ,2021-02-04 17:55:13,49.5886,81.0453,22.93,94,100,6.76
557,Mindelo,CV,2021-02-04 17:55:14,16.8901,-24.9804,75.2,57,40,34.52
558,Nabire,ID,2021-02-04 17:55:07,-3.3667,135.4833,76.69,87,100,2.71
559,Myitkyina,MM,2021-02-04 17:55:14,25.3833,97.4,58.01,54,0,2.51
560,French Harbor,HN,2021-02-04 17:55:14,16.35,-86.4333,77.0,94,75,13.8
561,Sevnica,SI,2021-02-04 17:55:14,46.0078,15.3156,53.6,71,75,9.22
